nose_y,nose_x,nose_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
0.252572268247604,0.549930334091187,0.632085382938385,0.393844485282898,0.623904585838318,0.756103575229645,0.386734664440155,0.596584677696228,0.863148510456085,0.609844565391541,0.712188363075256,0.776428997516632,0.57686859369278,0.67555183172226,0.533198654651642,0.820306181907654,0.802664995193481,0.769207656383514,0.635958790779114,0.673748731613159,0.569198131561279,0.754318237304688,0.443979114294052,0.74530702829361,0.699743688106537,0.446641862392426,0.695068717002869,0.462525248527527,0.282399833202362,0.80431342124939,0.457084178924561,0.289070606231689,0.85697340965271,0.268443018198013,0.0909625738859176,0.817127466201782,0.262722760438919,0.0918204933404922,0.716492593288422
0.384829759597778,0.401758074760437,0.800217211246491,0.45985621213913,0.337656736373901,0.872675716876984,0.476657599210739,0.324162483215332,0.8914914727211,0.612826585769653,0.293613791465759,0.545379340648651,0.660065352916718,0.235881298780441,0.920229554176331,0.713809490203857,0.332994818687439,0.578586995601654,0.800181090831757,0.276279181241989,0.662967264652252,0.704850375652313,0.506514370441437,0.719679653644562,0.743664681911469,0.500902652740479,0.843356072902679,0.486379861831665,0.631860613822937,0.631026446819305,0.497269630432129,0.642663478851318,0.664216041564941,0.432443916797638,0.868546485900879,0.678807556629181,0.433057278394699,0.87917172908783,0.645956754684448
0.457732737064362,0.27546814084053,0.603383481502533,0.565656185150147,0.268802523612976,0.744831919670105,0.590484142303467,0.24449448287487,0.911568880081177,0.499306857585907,0.42611488699913,0.632820844650269,0.512207388877869,0.42507529258728,0.597533941268921,0.414064109325409,0.530877470970154,0.739265620708466,0.413843393325806,0.534096300601959,0.6419957280159,0.780992865562439,0.443934500217438,0.827000677585602,0.820938050746918,0.441622912883759,0.874449908733368,0.590493440628052,0.577614784240723,0.707837224006653,0.603971362113953,0.585968375205994,0.705481052398682,0.430960267782211,0.772504210472107,0.677966475486755,0.438664883375168,0.781093060970306,0.654081583023071
0.371117800474167,0.641380667686462,0.716219365596771,0.463819354772568,0.692923486232758,0.914956033229828,0.416779100894928,0.532108068466187,0.936307370662689,0.51237553358078,0.776350498199463,0.730775773525238,0.39097461104393,0.391082137823105,0.785578429698944,0.543021023273468,0.880116939544678,0.768747925758362,0.325318455696106,0.248414188623428,0.720181167125702,0.738713264465332,0.566586554050446,0.63276869058609,0.689526796340942,0.50182843208313,0.803772449493408,0.57278573513031,0.375665754079819,0.712960064411163,0.554024338722229,0.35600146651268,0.654002726078033,0.446080446243286,0.176798790693283,0.427786827087402,0.443318068981171,0.175519585609436,0.386012434959412
0.457133650779724,0.196242138743401,0.653830826282501,0.579741060733795,0.177097126841545,0.76032292842865,0.586594343185425,0.146028220653534,0.769922852516174,0.706057250499725,0.261268347501755,0.508986115455627,0.734315633773804,0.256176978349686,0.665570974349976,0.714188694953919,0.389483034610748,0.579647600650787,0.740009486675263,0.386701554059982,0.704389572143555,0.72032904624939,0.383039832115173,0.83552610874176,0.752866387367249,0.385769575834274,0.7842817902565,0.548027753829956,0.554707169532776,0.72282862663269,0.552527666091919,0.562442243099213,0.849572062492371,0.588027477264404,0.800500988960266,0.668323516845703,0.593227863311768,0.80371755361557,0.676160037517548
0.403432458639145,0.713114678859711,0.750514447689056,0.56058406829834,0.769134998321533,0.799792170524597,0.521695077419281,0.727380752563477,0.781247317790985,0.467826217412949,0.54849898815155,0.519406259059906,0.461177229881287,0.548026561737061,0.741244554519653,0.370948910713196,0.409932613372803,0.568767130374908,0.368463456630707,0.41627162694931,0.641729176044464,0.77597987651825,0.506858050823212,0.861665308475494,0.746308088302612,0.500413060188294,0.84118664264679,0.496118903160095,0.332027465105057,0.707742512226105,0.49476420879364,0.340668082237244,0.603715240955353,0.251226127147675,0.149947732686996,0.708008468151093,0.249024242162704,0.153381198644638,0.64484304189682
0.301603853702545,0.813617646694183,0.753912210464478,0.455609649419785,0.889713227748871,0.779088318347931,0.423127412796021,0.825814187526703,0.77074134349823,0.41377529501915,0.676709353923798,0.795043051242828,0.399004906415939,0.680981814861298,0.651264309883118,0.34102988243103,0.527340531349182,0.651800990104675,0.337690711021423,0.53174102306366,0.574067890644074,0.690544545650482,0.666853547096252,0.903089702129364,0.647749781608582,0.650831460952759,0.797409176826477,0.579876184463501,0.391475081443787,0.61465710401535,0.561964392662048,0.377528548240662,0.668410181999207,0.47539633512497,0.0963093787431716,0.651006102561951,0.470756143331528,0.106420621275902,0.498007655143738
0.197280809283257,0.309875965118408,0.792922258377075,0.304995149374008,0.3072829246521,0.797264397144318,0.339325755834579,0.227879583835602,0.927724182605743,0.387067258358002,0.402722090482712,0.714635372161865,0.417649865150452,0.393378019332886,0.818258345127106,0.396155178546906,0.529707551002502,0.569908380508423,0.416183084249496,0.517313301563263,0.378884971141815,0.508078336715698,0.453467071056366,0.834230780601502,0.557603001594544,0.435892313718796,0.871499478816986,0.366116166114807,0.629121780395508,0.71571010351181,0.382009923458099,0.636700749397278,0.805365741252899,0.213116765022278,0.861875712871552,0.385195940732956,0.231200024485588,0.85798305273056,0.458749383687973
0.412552803754807,0.420361518859863,0.506308138370514,0.478919327259064,0.449208915233612,0.851066946983337,0.500845313072205,0.341740131378174,0.825313925743103,0.365764707326889,0.451537609100342,0.566547274589539,0.390317410230637,0.308430165052414,0.801926612854004,0.269540190696716,0.430117785930634,0.889733195304871,0.268078684806824,0.237703263759613,0.830491840839386,0.707128167152405,0.494870990514755,0.732309997081757,0.739046037197113,0.448023051023483,0.66914826631546,0.612229824066162,0.618963003158569,0.446836262941361,0.635807037353516,0.582543730735779,0.609287321567535,0.545017838478088,0.724610984325409,0.754527151584625,0.552309036254883,0.719185769557953,0.515976667404175
0.461263597011566,0.273573189973831,0.563335478305817,0.563153147697449,0.272570341825485,0.663104712963104,0.594264626502991,0.237055212259293,0.88787317276001,0.500640630722046,0.427744120359421,0.620449244976044,0.511157810688019,0.426104784011841,0.558799028396606,0.415233135223389,0.531731009483337,0.803720653057098,0.41516637802124,0.533720850944519,0.593092560768127,0.781357288360596,0.440937727689743,0.808259189128876,0.823014140129089,0.439475655555725,0.875016033649445,0.591425955295563,0.575766265392304,0.689938306808472,0.605676054954529,0.582777380943298,0.70966100692749,0.420960307121277,0.773589611053467,0.516334474086762,0.439614772796631,0.781869828701019,0.706653237342835
0.472592711448669,0.160426408052444,0.685882925987244,0.57923173904419,0.155758783221245,0.660271763801575,0.598300576210022,0.127936631441116,0.800365269184113,0.529891967773438,0.341001480817795,0.516658365726471,0.533279061317444,0.34120175242424,0.612147212028503,0.459272235631943,0.477494060993195,0.670950055122376,0.451630830764771,0.474745571613312,0.627336025238037,0.725412845611572,0.404480546712875,0.868447363376617,0.749037683010101,0.401503086090088,0.848897755146027,0.583041191101074,0.616953670978546,0.765878558158875,0.592959582805634,0.630164563655853,0.725513875484467,0.546602249145508,0.898213803768158,0.607788443565369,0.552475571632385,0.906715333461762,0.550051152706146
0.398800224065781,0.289171516895294,0.728493332862854,0.516526818275452,0.257567673921585,0.723785936832428,0.541279792785645,0.240423128008842,0.858455538749695,0.453871339559555,0.442212700843811,0.568047404289246,0.46014142036438,0.447446912527084,0.588427662849426,0.34534102678299,0.572987675666809,0.524510562419891,0.353034824132919,0.578374445438385,0.643962383270264,0.723170399665833,0.480209290981293,0.852384090423584,0.756038308143616,0.480224072933197,0.682479798793793,0.481702208518982,0.632701635360718,0.675837397575378,0.487085908651352,0.644598245620728,0.834404110908508,0.252493798732758,0.810513854026794,0.519993603229523,0.257831394672394,0.817064881324768,0.691850185394287
0.331917643547058,0.55646026134491,0.713484048843384,0.402744114398956,0.619908094406128,0.960329413414002,0.359851777553558,0.458459734916687,0.818199336528778,0.45329213142395,0.71696013212204,0.709679961204529,0.333395570516586,0.326923251152039,0.746405780315399,0.483199208974838,0.812013626098633,0.659334301948547,0.283049702644348,0.191637575626373,0.795119106769562,0.641567826271057,0.506184935569763,0.63285768032074,0.599655747413635,0.455735862255096,0.816812753677368,0.512939274311066,0.311304986476898,0.826829135417938,0.48813197016716,0.29796838760376,0.774753630161285,0.422457903623581,0.108364343643188,0.210890546441078,0.402392268180847,0.109864585101604,0.186777010560036
0.354943633079529,0.251977920532227,0.595576763153076,0.454527199268341,0.244443461298943,0.838331580162048,0.506935656070709,0.161988705396652,0.840720951557159,0.478658646345139,0.418152868747711,0.52369350194931,0.499291896820068,0.40412911772728,0.769611418247223,0.475748479366303,0.576018273830414,0.386654376983643,0.489266097545624,0.580878078937531,0.314396947622299,0.720932483673096,0.424534976482391,0.827395558357239,0.773833453655243,0.418209075927734,0.907405018806458,0.483314871788025,0.608861804008484,0.737619400024414,0.496064484119415,0.613986909389496,0.721068382263184,0.280157119035721,0.836325407028198,0.645989835262299,0.292024582624435,0.845875203609467,0.720215678215027
0.299633324146271,0.755202651023865,0.844678580760956,0.470851421356201,0.826980531215668,0.772459149360657,0.410491436719894,0.767332434654236,0.836182415485382,0.52513861656189,0.586242318153381,0.623000264167786,0.460766971111298,0.591474831104279,0.464863479137421,0.509289741516113,0.388333559036255,0.617724061012268,0.480421781539917,0.401549190282822,0.491822063922882,0.754887938499451,0.598779559135437,0.913048267364502,0.698989391326904,0.582465946674347,0.800797939300537,0.525459110736847,0.340548992156982,0.475451588630676,0.490627288818359,0.358530819416046,0.637075960636139,0.393712371587753,0.0806014165282249,0.65734875202179,0.38587686419487,0.0785297825932502,0.657023787498474
0.281259119510651,0.263503789901733,0.890761435031891,0.390492558479309,0.148810774087906,0.822022795677185,0.415338099002838,0.127461537718773,0.813259243965149,0.610685527324677,0.231712996959686,0.504765748977661,0.677083134651184,0.226875871419907,0.643011927604675,0.792912125587463,0.363204717636108,0.21154622733593,0.850718438625336,0.358701050281525,0.641478478908539,0.72183483839035,0.290311276912689,0.688507974147797,0.790025889873505,0.263052403926849,0.808508336544037,0.481353104114532,0.507798314094544,0.743172466754913,0.506606698036194,0.533653974533081,0.842650711536408,0.6009521484375,0.809293150901794,0.561448693275452,0.629229307174683,0.825706839561462,0.6160027384758
0.37478244304657,0.414752066135407,0.543519914150238,0.446482121944428,0.381148397922516,0.710238635540009,0.48233637213707,0.339138716459274,0.826492726802826,0.467428654432297,0.535243332386017,0.70857560634613,0.485519260168076,0.536825060844421,0.840871095657349,0.435589671134949,0.659605503082275,0.678452610969544,0.455246090888977,0.6705561876297,0.472093641757965,0.694992959499359,0.505074679851532,0.524869322776794,0.746946692466736,0.495014250278473,0.775950968265533,0.491190880537033,0.637906193733215,0.528233468532562,0.510146677494049,0.662842690944672,0.616253197193146,0.68546724319458,0.768644511699677,0.722898840904236,0.732894837856293,0.77920526266098,0.822238445281982
0.346485674381256,0.305046081542969,0.812046647071838,0.501006007194519,0.234762340784073,0.757936358451843,0.518620789051056,0.221540912985802,0.867005407810211,0.590605974197388,0.459009289741516,0.6602903008461,0.591277956962585,0.477039694786072,0.666559815406799,0.621222317218781,0.663518965244293,0.701622247695923,0.61613541841507,0.66303813457489,0.789546191692352,0.803806722164154,0.447955548763275,0.815247178077698,0.818413853645325,0.448564469814301,0.535479366779327,0.502989530563355,0.64173173904419,0.487247437238693,0.511303842067719,0.651119589805603,0.556496143341065,0.307060658931732,0.912985682487488,0.561312913894653,0.313634872436523,0.919649004936218,0.540551781654358
0.319761633872986,0.694096505641937,0.791584849357605,0.497952342033386,0.793854653835297,0.745125889778137,0.432020962238312,0.707289099693298,0.775067806243897,0.540161490440369,0.558079481124878,0.713402628898621,0.515899181365967,0.552396237850189,0.402091830968857,0.548234403133392,0.370882242918015,0.733512699604034,0.535446643829346,0.384228706359863,0.364543259143829,0.788328647613525,0.583592176437378,0.868128299713135,0.747879207134247,0.571468234062195,0.800379872322083,0.474520802497864,0.393656671047211,0.618277251720429,0.460987687110901,0.402164548635483,0.769564151763916,0.300369322299957,0.132874831557274,0.484326541423798,0.294096678495407,0.141178637742996,0.683698296546936
0.393223106861115,0.713493347167969,0.669121146202087,0.500519514083862,0.797232031822205,0.834315538406372,0.486289501190186,0.760355591773987,0.798414289951325,0.530408561229706,0.604675531387329,0.715886473655701,0.525610685348511,0.602879047393799,0.589045822620392,0.519509732723236,0.448357164859772,0.61065685749054,0.524830520153046,0.453023195266724,0.598438918590546,0.691220939159393,0.584756791591644,0.805963516235352,0.666375637054443,0.570956349372864,0.684710621833801,0.562918782234192,0.34266322851181,0.626320540904999,0.555204093456268,0.335831135511398,0.589581847190857,0.406327068805695,0.158666431903839,0.543129563331604,0.403094291687012,0.156145364046097,0.651307344436646
0.419857382774353,0.353456616401672,0.639180123806,0.50427633523941,0.339934527873993,0.742374300956726,0.525885462760925,0.301962375640869,0.910934150218964,0.36906224489212,0.204228207468987,0.654344618320465,0.369369387626648,0.20263010263443,0.663466572761536,0.252332419157028,0.0978461056947708,0.435298681259155,0.247464403510094,0.0851380452513694,0.627423942089081,0.705879330635071,0.499499887228012,0.603143930435181,0.768913984298706,0.501571595668793,0.74910706281662,0.575006604194641,0.685369968414307,0.733229219913483,0.594358682632446,0.700471878051758,0.623744487762451,0.436396926641464,0.87523478269577,0.62957501411438,0.442571967840195,0.885176777839661,0.685664653778076
0.281351029872894,0.210550352931023,0.702779769897461,0.438041895627975,0.191166281700134,0.745692312717438,0.449472397565842,0.165628582239151,0.895935595035553,0.497110486030579,0.38546547293663,0.619620323181152,0.511891305446625,0.389422386884689,0.483720511198044,0.520252823829651,0.587511301040649,0.605380117893219,0.522649884223938,0.596787929534912,0.562110006809235,0.698260962963104,0.393660724163055,0.769767105579376,0.72677755355835,0.385147213935852,0.852825999259949,0.498896181583405,0.661719799041748,0.705074369907379,0.508207380771637,0.664981842041016,0.585529267787933,0.325553357601166,0.904696226119995,0.620580315589905,0.332590579986572,0.910544097423554,0.523377180099487
0.574810802936554,0.125896513462067,0.620185196399689,0.575555920600891,0.231482848525047,0.547759890556335,0.569901585578919,0.236456215381622,0.719820439815521,0.450487196445465,0.356045454740524,0.477197706699371,0.454357713460922,0.36626124382019,0.667992413043976,0.365882724523544,0.455459177494049,0.550172865390778,0.366029381752014,0.45255908370018,0.7824667096138,0.640827596187592,0.498670876026154,0.771931231021881,0.642308115959168,0.500144720077515,0.733840763568878,0.478960633277893,0.659281611442566,0.846436083316803,0.471324384212494,0.660618662834168,0.775075078010559,0.333285748958588,0.844691753387451,0.490013480186462,0.333932846784592,0.851644515991211,0.680891394615173
