pose_name,nose_y,nose_x,nose_confidence,left_eye_y,left_eye_x,left_eye_confidence,right_eye_y,right_eye_x,right_eye_confidence,left_ear_y,left_ear_x,left_ear_confidence,right_ear_y,right_ear_x,right_ear_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
Camel Pose or Ustrasana ,0.3352914452552795,0.3585611283779144,0.5578802227973938,0.3054003119468689,0.3483996987342834,0.7475870847702026,0.3429722487926483,0.3334339261054992,0.4753250181674957,0.2858482301235199,0.3747845590114593,0.4579080045223236,0.3720142543315887,0.3491910696029663,0.835953414440155,0.2858211994171142,0.4543262720108032,0.7047708630561829,0.4261837601661682,0.4208698272705078,0.7906592488288879,0.1884424388408661,0.3760634064674377,0.8684180974960327,0.5831425189971924,0.4484761953353882,0.9054717421531676,0.1621885150671005,0.2288264334201812,0.8379465341567993,0.7211856842041016,0.4454432427883148,0.7586480975151062,0.5263112783432007,0.6801526546478271,0.792696475982666,0.554741621017456,0.638311505317688,0.836265504360199,0.7828409075737,0.6897907257080078,0.8052888512611389,0.8115488290786743,0.6771981716156006,0.8994899988174438,0.7584208250045776,0.4869675040245056,0.4502913653850555,0.7943176627159119,0.4630966186523437,0.8117765784263611
Camel Pose or Ustrasana ,0.1075229793787002,0.3243282437324524,0.7010988593101501,0.1244100630283355,0.3023301959037781,0.7925738096237183,0.1275485754013061,0.3029631972312927,0.809008777141571,0.1940469145774841,0.3044254779815674,0.8137884140014648,0.1993941366672516,0.3056079745292663,0.6145374774932861,0.2825625538825989,0.4093431830406189,0.84676194190979,0.2963457107543945,0.4010723233222961,0.8812006115913391,0.5275056958198547,0.4521213471889496,0.7453000545501709,0.5434497594833374,0.4429088234901428,0.4841214418411255,0.7347233295440674,0.4233214557170868,0.6181644797325134,0.767349898815155,0.4220033288002014,0.4957550764083862,0.4722846746444702,0.7440823316574097,0.6547791957855225,0.4778329133987427,0.7279884219169617,0.8100732564926147,0.8155834078788757,0.7205459475517273,0.8211094737052917,0.8437950611114502,0.732016921043396,0.8608161211013794,0.8001099824905396,0.4314383864402771,0.7954806089401245,0.8338048458099365,0.4175278544425964,0.6555398106575012
Camel Pose or Ustrasana ,0.2053298354148864,0.3396178483963012,0.4966757893562317,0.2169659435749054,0.3221227526664734,0.7562038898468018,0.2200216948986053,0.3226867914199829,0.7704037427902222,0.2777860760688782,0.3196748793125152,0.8475383520126343,0.2827435135841369,0.3222467303276062,0.8793523907661438,0.3460808992385864,0.4107349812984466,0.8817813396453857,0.356208324432373,0.4008642435073852,0.8503090143203735,0.5435370206832886,0.4383033514022827,0.8395671844482422,0.5622773766517639,0.4346438348293304,0.2180744260549545,0.736407458782196,0.4121833741664886,0.6758663654327393,0.7488428950309753,0.4182321429252624,0.5501526594161987,0.5216041803359985,0.667787492275238,0.8441752791404724,0.5276147127151489,0.6727766990661621,0.6991670727729797,0.7882304191589355,0.6603339910507202,0.7968487739562988,0.8207484483718872,0.6688215732574463,0.776446521282196,0.7960891723632812,0.4248849153518677,0.6836764812469482,0.8133125305175781,0.4246319532394409,0.7237771153450012
Camel Pose or Ustrasana ,0.2407041490077972,0.4324802756309509,0.7581318616867065,0.2235392779111862,0.418827474117279,0.5824355483055115,0.2490182369947433,0.4030476212501526,0.500838577747345,0.2357136309146881,0.4360260963439941,0.6688439249992371,0.3081460893154144,0.3983808159828186,0.726701021194458,0.2649803757667541,0.5611022114753723,0.786207377910614,0.4131121337413788,0.46102175116539,0.8592602014541626,0.158845916390419,0.4135378301143646,0.8507136106491089,0.6050289869308472,0.416970431804657,0.8463026285171509,0.0910297855734825,0.2711917757987976,0.7996828556060791,0.7766708731651306,0.3640322387218475,0.8516822457313538,0.6025709509849548,0.7783777117729187,0.76541668176651,0.6091240048408508,0.6706024408340454,0.7640626430511475,0.9077472686767578,0.7025501728057861,0.6786853671073914,0.923758029937744,0.6533012986183167,0.823262095451355,0.8692995309829712,0.4264546632766723,0.4050435423851013,0.8675474524497986,0.3602465987205505,0.6049361228942871
Camel Pose or Ustrasana ,0.0979808419942855,0.378269612789154,0.6918536424636841,0.104601964354515,0.3480125367641449,0.5329475998878479,0.1051448583602905,0.3503152728080749,0.6527270078659058,0.1774086654186248,0.3194897174835205,0.7771728038787842,0.1781623214483261,0.3271656334400177,0.792414128780365,0.2912065386772156,0.4141243696212768,0.8591066598892212,0.3026437759399414,0.4051493406295776,0.8279417753219604,0.5481312274932861,0.4237295985221863,0.7439026236534119,0.5622385740280151,0.4158433675765991,0.5844715237617493,0.7774510383605957,0.3807694315910339,0.6616858243942261,0.7846670150756836,0.3756605386734009,0.6226967573165894,0.5178546905517578,0.7127043008804321,0.7531238198280334,0.5208279490470886,0.7119784355163574,0.7986023426055908,0.892523467540741,0.7234753370285034,0.6962961554527283,0.9137212634086608,0.7357277870178223,0.8784263730049133,0.9021350741386414,0.3971357345581054,0.6947649121284485,0.9200517535209656,0.3829014003276825,0.6770623922348022
Camel Pose or Ustrasana ,0.1457823514938354,0.8157567381858826,0.5977305769920349,0.1654184460639953,0.8014950752258301,0.5561091303825378,0.1669345796108245,0.8064796328544617,0.5823155045509338,0.1922651529312133,0.7180979251861572,0.8125006556510925,0.1954822838306427,0.7260394096374512,0.8163893222808838,0.1713086366653442,0.6172364950180054,0.7597569227218628,0.171892449259758,0.6112065315246582,0.7989356517791748,0.4558217227458954,0.6000748872756958,0.742712676525116,0.4438024461269378,0.5953080058097839,0.7935351133346558,0.6815149784088135,0.6236133575439453,0.6405851244926453,0.6793506145477295,0.6158196330070496,0.6189354658126831,0.464165061712265,0.2728549540042877,0.6663982272148132,0.46552774310112,0.2640759348869324,0.7613948583602905,0.8504537343978882,0.2496589124202728,0.833010733127594,0.8244222402572632,0.2611880898475647,0.7973949313163757,0.863498866558075,0.6376523971557617,0.7938598394393921,0.8406977653503418,0.6198657751083374,0.5552823543548584
Camel Pose or Ustrasana ,0.297339916229248,0.7594201564788818,0.6224195957183838,0.3148796260356903,0.7530598044395447,0.6670868396759033,0.3129086792469024,0.7550184726715088,0.652954638004303,0.344357967376709,0.6931958198547363,0.7505062222480774,0.3456880450248718,0.6976181268692017,0.8208168745040894,0.3452228307723999,0.6092630624771118,0.8202463984489441,0.3443178832530975,0.602636992931366,0.692146897315979,0.5451985597610474,0.5788135528564453,0.6281551718711853,0.5380396246910095,0.5818069577217102,0.8330784440040588,0.71598219871521,0.6048637628555298,0.6661351323127747,0.700324296951294,0.6002786159515381,0.5049875974655151,0.4514605402946472,0.3267927765846252,0.6272949576377869,0.4522014260292053,0.3209144473075866,0.8428805470466614,0.8088165521621704,0.3360047340393066,0.8916556239128113,0.7939130663871765,0.340130865573883,0.8199734091758728,0.7965421080589294,0.6145676374435425,0.7240217924118042,0.7768139839172363,0.604292631149292,0.5158265829086304
Camel Pose or Ustrasana ,0.2230020612478256,0.2554181814193725,0.6730666756629944,0.2389245331287384,0.2413215935230255,0.7484733462333679,0.2410775870084762,0.2420091032981872,0.7521070837974548,0.3029297590255737,0.2458616495132446,0.7050248980522156,0.3041730523109436,0.2503829300403595,0.7175135016441345,0.3625263571739197,0.3429046273231506,0.6869271993637085,0.3762473464012146,0.3347390294075012,0.804572343826294,0.549688458442688,0.3345648944377899,0.7533711194992065,0.5578063130378723,0.3303111493587494,0.4602960646152496,0.6958953738212585,0.2953867018222809,0.6671671271324158,0.702441930770874,0.2942314147949219,0.6113722324371338,0.4901421666145324,0.6158041954040527,0.6951161623001099,0.4938029646873474,0.62577223777771,0.7182864546775818,0.7525357007980347,0.5716866254806519,0.7741745710372925,0.7820402979850769,0.5890258550643921,0.7966334223747253,0.7615482211112976,0.3232040703296661,0.6393977999687195,0.7791690230369568,0.3139570951461792,0.820806622505188
Camel Pose or Ustrasana ,0.0710694193840026,0.2380452156066894,0.7856507897377014,0.0854678079485893,0.2134737372398376,0.570662260055542,0.0913169682025909,0.2084551453590393,0.7508509159088135,0.1575542688369751,0.2083313316106796,0.6213148236274719,0.1699299812316894,0.2042247503995895,0.5657278895378113,0.2479694783687591,0.3612510859966278,0.7175653576850891,0.2929376065731048,0.2808384299278259,0.8793456554412842,0.5184018611907959,0.3353271186351776,0.7673317790031433,0.54962557554245,0.2453477084636688,0.762268602848053,0.7160395979881287,0.3134901821613312,0.8674827814102173,0.7683652639389038,0.1768142879009246,0.7774980664253235,0.469866007566452,0.6933944225311279,0.6899350881576538,0.484447181224823,0.6119446754455566,0.7929183840751648,0.8410274386405945,0.6222735643386841,0.4312337040901184,0.8976655006408691,0.5421335697174072,0.8177902698516846,0.784822404384613,0.310294896364212,0.4733880162239074,0.8661619424819946,0.1553286910057068,0.6636416912078857
Camel Pose or Ustrasana ,0.259646862745285,0.2220664322376251,0.6958639025688171,0.272223025560379,0.2275304794311523,0.605972170829773,0.2745967805385589,0.2269664406776428,0.4412052631378174,0.2826322317123413,0.289348155260086,0.5989818572998047,0.2846601903438568,0.2924440205097198,0.6324797868728638,0.258843719959259,0.3969702124595642,0.8066306710243225,0.2603635191917419,0.395302265882492,0.8193092942237854,0.4860540628433227,0.3882295787334442,0.8248856663703918,0.487625241279602,0.3766120672225952,0.5706453919410706,0.6693928241729736,0.3459437787532806,0.6098049879074097,0.6871825456619263,0.3428538739681244,0.7571218609809875,0.4393115639686584,0.709398627281189,0.8345540761947632,0.4287764728069305,0.7116420269012451,0.730758011341095,0.7728039622306824,0.6680900454521179,0.780045211315155,0.7986694574356079,0.6770755052566528,0.6830592155456543,0.7457787394523621,0.3526217341423034,0.712668776512146,0.7733741998672485,0.346405953168869,0.8143218159675598
